,Employers,City,State,Jobs,Links
2051,Marriott,Washington,DC,"Director, Digital Experience Design (UX) - Loyalty Accounts & Booking Products (Bethesda, MD or NY)",https://www.glassdoor.com/partner/jobListing.htm?pos=527&ao=876320&s=58&guid=000001758af45d7a9a4b9a1dd4d2f7f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_8c4e480e&cb=1604354072418&jobListingId=3716250324
2052,Omni Federal,Washington,DC,User Experience Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=528&ao=1091461&s=58&guid=000001758af45d7a9a4b9a1dd4d2f7f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_c39842da&cb=1604354072418&jobListingId=3670364882
2053,ESAC Inc,Washington,DC,Human-Centered Experience Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=529&ao=1091461&s=58&guid=000001758af45d7a9a4b9a1dd4d2f7f6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_307ab6d6&cb=1604354072419&jobListingId=3664967302
2054,Karsun Solutions LLC,Washington,DC,UI/UX Designer (Remote),https://www.glassdoor.com/partner/jobListing.htm?pos=601&ao=1020558&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_c10f238d&cb=1604354083667&jobListingId=3713035535
2055,Omni Federal,Washington,DC,User Experience Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=602&ao=1091461&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_a8cf09e6&cb=1604354083667&jobListingId=3670364882
2056,ESAC Inc,Washington,DC,Human-Centered Experience Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=603&ao=1091461&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5b2dfdea&cb=1604354083668&jobListingId=3664967302
2057,Edelman,Washington,DC,Senior UX/ UI Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=604&ao=3839&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_967a5e7e&cb=1604354083669&jobListingId=3698296577
2058,"Graham Technologies, LLC",Washington,DC,Web Developer/UX Engineer,https://www.glassdoor.com/partner/jobListing.htm?pos=605&ao=799867&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d5a2a4f9&cb=1604354083670&jobListingId=3724876812
2059,Leidos,Washington,DC,User Experience Developer - Human Factor/Mission Engagement - TS/SCI with Poly,https://www.glassdoor.com/partner/jobListing.htm?pos=606&ao=1031994&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_717c96c2&cb=1604354083671&jobListingId=3400488880
2060,Volkswagen Group of America,Washington,DC,Sr UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=607&ao=88458&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_963e7ae0&cb=1604354083674&jobListingId=3690190011
2061,The Henry M. Jackson Foundation,Washington,DC,Data Engineer-Military HIV Research Program,https://www.glassdoor.com/partner/jobListing.htm?pos=608&ao=1091454&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_da367ac9&cb=1604354083674&jobListingId=3703475463
2062,VMware,Washington,DC,Senior Product Designer/Leadership Advisory Consultant - VMware Pivotal Labs,https://www.glassdoor.com/partner/jobListing.htm?pos=609&ao=242900&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_35851c5f&cb=1604354083674&jobListingId=3669991528
2063,Leidos,Washington,DC,User Experience Designer - TS/SCI w/ Poly,https://www.glassdoor.com/partner/jobListing.htm?pos=610&ao=1031994&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_be670d9d&cb=1604354083675&jobListingId=3727175023
2064,Leidos,Washington,DC,Senior UX/UI Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=611&ao=1044074&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_c4a75ec6&cb=1604354083675&jobListingId=3726627600
2065,"Enterprise Resource Performance, Inc. (ERPi)",Washington,DC,UI/UX Designer (Active Secret Clearance),https://www.glassdoor.com/partner/jobListing.htm?pos=612&ao=1091461&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_16561097&cb=1604354083675&jobListingId=3691025651
2066,"Metron, Inc.",Washington,DC,Research Internship,https://www.glassdoor.com/partner/jobListing.htm?pos=613&ao=1020558&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_36e3611c&cb=1604354083675&jobListingId=3689912560
2067,Hanover Research,Washington,DC,Research Associate- K12 Education Market Research,https://www.glassdoor.com/partner/jobListing.htm?pos=614&ao=4321&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7413978d&cb=1604354083676&jobListingId=3708677290
2068,Capital One,Washington,DC,UX/UI Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=615&ao=133055&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_923567e4&cb=1604354083677&jobListingId=3711715358
2069,"Profile Placement Services, LLC",Washington,DC,UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=616&ao=1044072&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8b58f141&cb=1604354083677&jobListingId=3708869002
2070,UnitedHealth Group,Washington,DC,"Associate Director, Marketing Technology Architect, Advisory Board Research",https://www.glassdoor.com/partner/jobListing.htm?pos=617&ao=1091461&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_5da5ccd0&cb=1604354083678&jobListingId=3712001039
2071,General Dynamics Information Technology,Washington,DC,Web Designer / UI / UX Designer / Visual Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=618&ao=179222&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_2debf5a6&cb=1604354083678&jobListingId=3712107344
2072,TechFlow,Washington,DC,UX/UI Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=619&ao=1091461&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_8d73831a&cb=1604354083679&jobListingId=3680327522
2073,Children's National Hospital,Washington,DC,Senior Clinical Research Data Manager,https://www.glassdoor.com/partner/jobListing.htm?pos=620&ao=1091461&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_053f6435&cb=1604354083679&jobListingId=3662505548
2074,Echelon Business Services,Washington,DC,UI/UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=621&ao=1091454&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3ed22e7a&cb=1604354083680&jobListingId=3723232665
2075,Infostride,Washington,DC,Agile Project Manager- Drupal/CMS experience required,https://www.glassdoor.com/partner/jobListing.htm?pos=622&ao=316669&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_815c106e&cb=1604354083683&jobListingId=3723164380
2076,Contingent Network Services,Washington,DC,"Engineer, Technical Research & Development",https://www.glassdoor.com/partner/jobListing.htm?pos=623&ao=4120&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_2e064e26&cb=1604354083680&jobListingId=3604495254
2077,Rhombus,Washington,DC,UI/UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=624&ao=1091454&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b8b57756&cb=1604354083684&jobListingId=3706512091
2078,Johns Hopkins Applied Physics Laboratory (APL),Washington,DC,Computer Vision / Machine Learning Research Engineer,https://www.glassdoor.com/partner/jobListing.htm?pos=625&ao=1091461&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_c11a33da&cb=1604354083681&jobListingId=3664935148
2079,Two Six Labs,Washington,DC,Lead Research Engineer – Mobile and Embedded Systems,https://www.glassdoor.com/partner/jobListing.htm?pos=626&ao=1091461&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_c15368cd&cb=1604354083681&jobListingId=3670261558
2080,Two Six Labs,Washington,DC,Lead Research Engineer – Data and Systems Privacy,https://www.glassdoor.com/partner/jobListing.htm?pos=627&ao=1091461&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_00ff17e8&cb=1604354083682&jobListingId=3670263319
2081,CNA Corporation,Washington,DC,Safety & Security Research - Systems Engineer III,https://www.glassdoor.com/partner/jobListing.htm?pos=628&ao=1138221&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_17357b10&cb=1604354083682&jobListingId=3671411116
2082,"Metron, Inc.",Washington,DC,Research Internship,https://www.glassdoor.com/partner/jobListing.htm?pos=629&ao=1091461&s=58&guid=000001758af48981b8e84bbf935356d7&src=GD_JOB_AD&t=SR&vt=w&cs=1_768d89b9&cb=1604354083682&jobListingId=3691497566
2083,Ceridian,Washington,DC,Senior UI/UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=701&ao=1108289&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_45c27b2e&cb=1604354104205&jobListingId=3724384845
2084,22nd Century Technologies,Washington,DC,UI/UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=702&ao=136481&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_47ecd432&cb=1604354104205&jobListingId=3475340481
2085,Creative Circle ,Washington,DC,UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=703&ao=991198&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_6859513a&cb=1604354104206&jobListingId=3612177996
2086,"Orbis, Inc.",Washington,DC,Senior Information Operations Research Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=704&ao=1091461&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_de6d35eb&cb=1604354104209&jobListingId=3662490154
2087,USC,Washington,DC,Research Programmer II - ASIC Digital Design,https://www.glassdoor.com/partner/jobListing.htm?pos=705&ao=1091461&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_168c6283&cb=1604354104209&jobListingId=3704645754
2088,Capital One,Washington,DC,Manager of Retail Physical and Digital Merchandising Experience,https://www.glassdoor.com/partner/jobListing.htm?pos=706&ao=133055&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_e149595e&cb=1604354104210&jobListingId=3720499801
2089,Spatial Front,Washington,DC,UX Lead,https://www.glassdoor.com/partner/jobListing.htm?pos=707&ao=66506&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0ff93d55&cb=1604354104211&jobListingId=3722617064
2090,SRC,Washington,DC,User Experience (UX) Software Engineer,https://www.glassdoor.com/partner/jobListing.htm?pos=708&ao=794817&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_afc3932d&cb=1604354104212&jobListingId=3632828282
2091,IBM,Washington,DC,Research Summer Intern-Graduate (Masters,https://www.glassdoor.com/partner/jobListing.htm?pos=709&ao=128418&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_2fbe70cc&cb=1604354104213&jobListingId=3726555773
2092,Applied Memetics LLC,Washington,DC,Business Analyst Trainer (REMOTE + Nuvolo experience preferred),https://www.glassdoor.com/partner/jobListing.htm?pos=710&ao=1020558&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_e38b5c9c&cb=1604354104213&jobListingId=3615174458
2093,stanleyreid,Washington,DC,UI/UX Designer II for NEW long-term mission - to 135K - SEC,https://www.glassdoor.com/partner/jobListing.htm?pos=711&ao=4321&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_6dcad7d4&cb=1604354104213&jobListingId=3700759522
2094,IBM,Washington,DC,Design Research/UX Research Sr. Intern: 2021 (CIO),https://www.glassdoor.com/partner/jobListing.htm?pos=712&ao=128418&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_3e63e493&cb=1604354104214&jobListingId=3726548409
2095,Salesforce,Washington,DC,"UX Experience Architect, Salesforce Industries",https://www.glassdoor.com/partner/jobListing.htm?pos=713&ao=133319&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_014ca07b&cb=1604354104214&jobListingId=3676378259
2096,iTech AG,Washington,DC,UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=714&ao=1091461&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_0bff641b&cb=1604354104214&jobListingId=3698415430
2097,Avantus Federal,Washington,DC,User Interface / User Experience Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=715&ao=296499&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_fae32f19&cb=1604354104215&jobListingId=3723669732
2098,Accenture,Washington,DC,Federal - User Fee Manager,https://www.glassdoor.com/partner/jobListing.htm?pos=716&ao=37049&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_f97ccce9&cb=1604354104216&jobListingId=3678848496
2099,"ECS Federal, LLC",Washington,DC,UI/UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=717&ao=25073&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_720bfd6e&cb=1604354104217&jobListingId=3684768807
2100,NCI Information Systems Inc.,Washington,DC,UX/UI Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=718&ao=1091461&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_b61497be&cb=1604354104217&jobListingId=3670343129
2101,IBM,Washington,DC,Research Summer Intern - PhD,https://www.glassdoor.com/partner/jobListing.htm?pos=719&ao=128418&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_408ab9f2&cb=1604354104218&jobListingId=3726555919
2102,Battelle,Washington,DC,Early Career Reverse Engineer/Vulnerability Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=720&ao=1091461&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_7b828cd8&cb=1604354104218&jobListingId=3670275381
2103,Trusted Concepts,Washington,DC,User Interface Developer,https://www.glassdoor.com/partner/jobListing.htm?pos=721&ao=1091461&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_98b2052e&cb=1604354104218&jobListingId=3670412777
2104,Fulcrum Vets,Washington,DC,End User Test Engineer,https://www.glassdoor.com/partner/jobListing.htm?pos=722&ao=1091461&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_58b3a1be&cb=1604354104218&jobListingId=3665051792
2105,"Dobbs Defense Solutions, LLC.",Washington,DC,UX/UI Designer II,https://www.glassdoor.com/partner/jobListing.htm?pos=723&ao=4341&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b18f50b8&cb=1604354104219&jobListingId=3701676269
2106,Amazon,Washington,DC,Senior UX Designer - AWS EC2 Core Platform,https://www.glassdoor.com/partner/jobListing.htm?pos=724&ao=133043&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_cf44d9ee&cb=1604354104220&jobListingId=3675015104
2107,USC,Washington,DC,Computer Scientist - EDA Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=725&ao=1091461&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_7de12965&cb=1604354104220&jobListingId=3704645766
2108,"OneSource IT, Inc.",Washington,DC,Lead User Experience (UX) Strategist,https://www.glassdoor.com/partner/jobListing.htm?pos=726&ao=1091461&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2ec43e5b&cb=1604354104220&jobListingId=3670361244
2109,GRANT THORNTON,Washington,DC,OPERATIONS RESEARCH JOURNEYMAN - OPERATIONS SAFETY AND HEALTH ANALYTICS,https://www.glassdoor.com/partner/jobListing.htm?pos=727&ao=1091461&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_4af6bd79&cb=1604354104221&jobListingId=3724969544
2110,Google,Washington,DC,"Research Intern, Masters, Summer",https://www.glassdoor.com/partner/jobListing.htm?pos=728&ao=37049&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&cs=1_905e9c2e&cb=1604354104221&jobListingId=3687319409
2111,"GBTI Solutions, Inc.",Washington,DC,UI/UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=729&ao=1091454&s=58&guid=000001758af4d9b4b35b29543668f7e4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b0bbfa36&cb=1604354104222&jobListingId=3726455518
2112,CEDENT,Washington,DC,"Senior UX Designer @ Arlington, Virginia",https://www.glassdoor.com/partner/jobListing.htm?pos=801&ao=1091461&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e03d902d&cb=1604354119517&jobListingId=3670805791
2113,Ad Hoc Company Website,Washington,DC,Senior Researcher (remote),https://www.glassdoor.com/partner/jobListing.htm?pos=802&ao=8095&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8218bd80&cb=1604354119518&jobListingId=3709963512
2114,"Aveshka, Inc.",Washington,DC,UI/UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=803&ao=1091461&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&cs=1_3ad0e5c7&cb=1604354119518&jobListingId=3697817219
2115,Job Juncture,Washington,DC,Research Engineer- Full Stack Development - Job Order,https://www.glassdoor.com/partner/jobListing.htm?pos=804&ao=206161&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&cs=1_911ea3db&cb=1604354119518&jobListingId=3689787654
2116,CompQsoft,Washington,DC,TO18.01 Graphic Specialist (Visual Designer) (PT),https://www.glassdoor.com/partner/jobListing.htm?pos=805&ao=37049&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&cs=1_45cd6857&cb=1604354119520&jobListingId=3459233947
2117,Highlight Technologies,Washington,DC,Mid-Level UX Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=806&ao=1044076&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0f8b39af&cb=1604354119520&jobListingId=3723951472
2118,Blue Water Media,Washington,DC,UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=807&ao=1091454&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&cs=1_77fd0412&cb=1604354119521&jobListingId=3712037321
2119,Volkswagen Group of America,Washington,DC,UX Designer - VW Shopping and Buying,https://www.glassdoor.com/partner/jobListing.htm?pos=808&ao=1091454&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_986555b1&cb=1604354119522&jobListingId=3709964951
2120,US Other Agencies and Independent Organizations,Washington,DC,Interactive Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=809&ao=1091461&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&cs=1_3024c41a&cb=1604354119523&jobListingId=3714575866
2121,Next Century,Washington,DC,UX Designer - Signing Bonus Available (Active TS/SCI with Poly Required),https://www.glassdoor.com/partner/jobListing.htm?pos=810&ao=143488&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&cs=1_4740436f&cb=1604354119525&jobListingId=3627396920
2122,steampunk,Washington,DC,UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=811&ao=799838&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&cs=1_feebc857&cb=1604354119526&jobListingId=3726803066
2123,Paradyme Management,Washington,DC,UI/UX Lead - DHS USCIS,https://www.glassdoor.com/partner/jobListing.htm?pos=812&ao=1091461&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&cs=1_b38449d9&cb=1604354119526&jobListingId=3680342595
2124,IBM,Washington,DC,"Sr Front End Software Developer, Quantum Research ( Any Location US)",https://www.glassdoor.com/partner/jobListing.htm?pos=813&ao=128418&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&cs=1_20e8a179&cb=1604354119526&jobListingId=3726550150
2125,inventium.io LLC,Washington,DC,UI/UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=814&ao=66506&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a9cc9593&cb=1604354119527&jobListingId=3692579657
2126,Booz Allen Hamilton,Washington,DC,"UX Designer, Senior",https://www.glassdoor.com/partner/jobListing.htm?pos=815&ao=1091461&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&cs=1_4c413239&cb=1604354119528&jobListingId=3670310469
2127,CNA,Washington,DC,Systems Engineer II - Safety & Security Research,https://www.glassdoor.com/partner/jobListing.htm?pos=816&ao=1091454&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6c78a9e1&cb=1604354119529&jobListingId=3716691339
2128,"Latitude, Inc.",Washington,DC,UI/UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=817&ao=4341&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d8942349&cb=1604354119529&jobListingId=3404369148
2129,Publicis Sapient,Washington,DC,UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=818&ao=1091461&s=58&guid=000001758af515659acf5714cc5b8276&src=GD_JOB_AD&t=SR&vt=w&cs=1_077a4f8b&cb=1604354119530&jobListingId=3717862270
